,0,1,2,3,4,5,6,7,8,9
0,127.51187086105347,2.376249348032636,248.69057120614826,104.65676567656766,43.98605778321272,73.0,75.0,127.0,65.0,185.0
1,1.5974044799804688e-05,751218.6268656716,54838959.76119403,73.0,0.0,73.0,73.0,73.0,73.0,73.0
2,1.4066696166992188e-05,853078.779661017,62274750.915254235,73.0,0.0,73.0,73.0,73.0,73.0,73.0
3,52.325209856033325,0.9937848341759526,64.59601422143692,65.0,0.0,65.0,65.0,65.0,65.0,65.0
4,17.10661506652832,3.039759753625711,197.5843839856712,65.0,0.0,65.0,65.0,65.0,65.0,65.0
5,25.869773149490356,2.0100678772679696,130.65441202241803,65.0,0.0,65.0,65.0,65.0,65.0,65.0
6,188.64464712142944,1.7228159131957739,193.7134212797328,112.44,50.30632564598611,73.0,75.0,173.0,65.0,225.0
7,1.5974044799804688e-05,813820.1791044776,59408873.07462686,73.0,0.0,73.0,73.0,73.0,73.0,73.0
8,1.5974044799804688e-05,813820.1791044776,59408873.07462686,73.0,0.0,73.0,73.0,73.0,73.0,73.0
9,355.8283190727234,1.6440512703555756,188.81015478216923,114.84444444444445,41.99627261531965,73.0,127.0,146.0,65.0,185.0
10,26.44009804725647,0.9833549010873606,107.67736166906597,109.5,36.5,73.0,109.5,146.0,73.0,146.0
11,1.5974044799804688e-05,813820.1791044776,118817746.14925373,146.0,0.0,146.0,146.0,146.0,146.0,146.0
12,1.5974044799804688e-05,813820.1791044776,59408873.07462686,73.0,0.0,73.0,73.0,73.0,73.0,73.0
13,1.5974044799804688e-05,813820.1791044776,118817746.14925373,146.0,0.0,146.0,146.0,146.0,146.0,146.0
14,32.28926992416382,3.220884220803368,210.9679164626206,65.5,0.8660254037844386,65.0,65.0,65.5,65.0,67.0
15,1.6927719116210938e-05,767971.1549295775,56061894.30985916,73.0,0.0,73.0,73.0,73.0,73.0,73.0
16,1.621246337890625e-05,801852.2352941176,58535213.176470585,73.0,0.0,73.0,73.0,73.0,73.0,73.0
17,1.5020370483398438e-05,865491.3015873015,63180865.015873015,73.0,0.0,73.0,73.0,73.0,73.0,73.0
18,50.0902681350708,1.297657257987208,84.86678467236341,65.4,0.8,65.0,65.0,65.0,65.0,67.0
19,1.811981201171875e-05,717446.7368421053,52373611.78947368,73.0,0.0,73.0,73.0,73.0,73.0,73.0
20,1.621246337890625e-05,801852.2352941176,58535213.176470585,73.0,0.0,73.0,73.0,73.0,73.0,73.0
21,1.5020370483398438e-05,865491.3015873015,63180865.015873015,73.0,0.0,73.0,73.0,73.0,73.0,73.0
22,1.5020370483398438e-05,865491.3015873015,63180865.015873015,73.0,0.0,73.0,73.0,73.0,73.0,73.0
23,5.0067901611328125e-06,399457.5238095238,24766366.476190478,62.0,0.0,62.0,62.0,62.0,62.0,62.0
24,9.5367431640625e-07,2097152.0,130023424.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0
25,2.86102294921875e-06,699050.6666666666,65710762.666666664,94.0,0.0,94.0,94.0,94.0,94.0,94.0
26,9.5367431640625e-07,2097152.0,257949696.0,123.0,0.0,123.0,123.0,123.0,123.0,123.0
27,3.0994415283203125e-06,645277.5384615385,40007207.384615384,62.0,0.0,62.0,62.0,62.0,62.0,62.0
28,9.5367431640625e-07,2097152.0,130023424.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0
29,3.0994415283203125e-06,645277.5384615385,60656088.615384616,94.0,0.0,94.0,94.0,94.0,94.0,94.0
30,4.887580871582031e-05,40920.039024390244,5033164.8,123.0,0.0,123.0,123.0,123.0,123.0,123.0
31,3.0994415283203125e-06,645277.5384615385,32909154.46153846,51.0,0.0,51.0,51.0,51.0,51.0,51.0
32,2.86102294921875e-06,699050.6666666666,88080384.0,126.0,0.0,126.0,126.0,126.0,126.0,126.0
33,3.077625036239624,1.9495552347504492,152.06530831053504,78.0,0.0,78.0,78.0,78.0,78.0,78.0
34,4.0531158447265625e-06,493447.5294117647,25165824.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0
35,2.86102294921875e-06,699050.6666666666,88080384.0,126.0,0.0,126.0,126.0,126.0,126.0,126.0
36,4.0531158447265625e-06,493447.5294117647,33554432.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0
37,3.0994415283203125e-06,645277.5384615385,76142749.53846154,118.0,0.0,118.0,118.0,118.0,118.0,118.0
38,2.86102294921875e-06,699050.6666666666,41943040.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
39,4.0531158447265625e-06,493447.5294117647,37502012.23529412,76.0,0.0,76.0,76.0,76.0,76.0,76.0
40,0.0006260871887207031,19166.65955826352,1296943.9634424981,67.66666666666667,28.522895287041877,52.0,55.5,60.0,52.0,131.0
41,0.0006189346313476562,12925.436055469954,1185908.7580893682,91.75,71.51354766755738,49.0,56.0,98.75,40.0,215.0
42,2.86102294921875e-06,699050.6666666666,69206016.0,99.0,0.0,99.0,99.0,99.0,99.0,99.0
43,3.0994415283203125e-06,645277.5384615385,96146353.23076923,149.0,0.0,149.0,149.0,149.0,149.0,149.0
44,2.86102294921875e-06,699050.6666666666,47535445.333333336,68.0,0.0,68.0,68.0,68.0,68.0,68.0
45,4.792213439941406e-05,41734.36815920398,4924655.44278607,118.0,0.0,118.0,118.0,118.0,118.0,118.0
46,4.0531158447265625e-06,493447.5294117647,29606851.76470588,60.0,0.0,60.0,60.0,60.0,60.0,60.0
47,4.792213439941406e-05,41734.36815920398,3171811.9800995025,76.0,0.0,76.0,76.0,76.0,76.0,76.0
48,275.01617193222046,0.45815487545602784,105.71741943657582,230.74603174603175,223.79901472568966,52.0,179.0,453.25,52.0,1389.0
49,83.35914301872253,0.23992569112074463,60.72519242266047,253.1,201.10318247108873,52.0,251.5,455.0,52.0,455.0
50,275.01610493659973,0.27271130182463305,104.08844968042594,381.68,391.2358252171359,266.0,368.0,368.0,52.0,3121.0
51,83.35877990722656,0.11996336811946401,44.146519467962754,368.0,0.0,368.0,368.0,368.0,368.0,368.0
52,2.86102294921875e-06,699050.6666666666,50331648.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0
53,0.00019097328186035156,10472.669163545568,1277665.6379525594,122.0,0.0,122.0,122.0,122.0,122.0,122.0
54,3.814697265625e-06,524288.0,37748736.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0
55,4.8160552978515625e-05,41527.762376237624,5066387.00990099,122.0,0.0,122.0,122.0,122.0,122.0,122.0
56,3.0994415283203125e-06,645277.5384615385,38716652.307692304,60.0,0.0,60.0,60.0,60.0,60.0,60.0
57,9.5367431640625e-07,2097152.0,125829120.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
58,4.792213439941406e-05,41734.36815920398,3171811.9800995025,76.0,0.0,76.0,76.0,76.0,76.0,76.0
59,1.1920928955078125e-06,1677721.6,179516211.2,107.0,0.0,107.0,107.0,107.0,107.0,107.0
60,4.0531158447265625e-06,493447.5294117647,101650191.05882353,206.0,0.0,206.0,206.0,206.0,206.0,206.0
61,4.696846008300781e-05,42581.766497461926,8814425.664974619,207.0,0.0,207.0,207.0,207.0,207.0,207.0
62,3.0994415283203125e-06,645277.5384615385,50976925.538461536,79.0,0.0,79.0,79.0,79.0,79.0,79.0
63,4.792213439941406e-05,41734.36815920398,5842811.542288558,140.0,0.0,140.0,140.0,140.0,140.0,140.0
64,3.0994415283203125e-06,645277.5384615385,46459982.76923077,72.0,0.0,72.0,72.0,72.0,72.0,72.0
65,4.792213439941406e-05,41734.36815920398,5091592.915422886,122.0,0.0,122.0,122.0,122.0,122.0,122.0
66,3.0994415283203125e-06,645277.5384615385,46459982.76923077,72.0,0.0,72.0,72.0,72.0,72.0,72.0
67,4.792213439941406e-05,41734.36815920398,5091592.915422886,122.0,0.0,122.0,122.0,122.0,122.0,122.0
68,4.0531158447265625e-06,493447.5294117647,29606851.76470588,60.0,0.0,60.0,60.0,60.0,60.0,60.0
69,9.5367431640625e-07,2097152.0,125829120.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
70,4.9114227294921875e-05,40721.398058252424,3094826.2524271845,76.0,0.0,76.0,76.0,76.0,76.0,76.0
71,9.5367431640625e-07,2097152.0,224395264.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0
72,3.0994415283203125e-06,645277.5384615385,180677710.76923078,280.0,0.0,280.0,280.0,280.0,280.0,280.0
73,4.792213439941406e-05,41734.36815920398,61349521.19402985,1470.0,0.0,1470.0,1470.0,1470.0,1470.0,1470.0
74,3.814697265625e-06,524288.0,41418752.0,79.0,0.0,79.0,79.0,79.0,79.0,79.0
75,0.000186920166015625,10699.755102040815,1497965.7142857143,140.0,0.0,140.0,140.0,140.0,140.0,140.0
76,3.814697265625e-06,524288.0,31457280.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
77,9.5367431640625e-07,2097152.0,125829120.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
78,4.8160552978515625e-05,41527.762376237624,3156109.9405940594,76.0,0.0,76.0,76.0,76.0,76.0,76.0
79,0.0,0.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0
80,4.0531158447265625e-06,493447.5294117647,35034774.5882353,71.0,0.0,71.0,71.0,71.0,71.0,71.0
81,4.9114227294921875e-05,40721.398058252424,4031418.4077669904,99.0,0.0,99.0,99.0,99.0,99.0,99.0
82,3.0994415283203125e-06,645277.5384615385,46459982.76923077,72.0,0.0,72.0,72.0,72.0,72.0,72.0
83,4.9114227294921875e-05,40721.398058252424,4968010.563106796,122.0,0.0,122.0,122.0,122.0,122.0,122.0
84,3.0994415283203125e-06,645277.5384615385,46459982.76923077,72.0,0.0,72.0,72.0,72.0,72.0,72.0
85,4.8160552978515625e-05,41527.762376237624,5066387.00990099,122.0,0.0,122.0,122.0,122.0,122.0,122.0
86,4.0531158447265625e-06,493447.5294117647,29606851.76470588,60.0,0.0,60.0,60.0,60.0,60.0,60.0
87,0.0,0.0,0.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
88,4.9114227294921875e-05,40721.398058252424,3094826.2524271845,76.0,0.0,76.0,76.0,76.0,76.0,76.0
89,9.5367431640625e-07,2097152.0,224395264.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0
90,3.814697265625e-06,524288.0,786432000.0,1500.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0
91,4.8160552978515625e-05,41527.762376237624,14244022.495049505,343.0,0.0,343.0,343.0,343.0,343.0,343.0
92,2.86102294921875e-06,699050.6666666666,55225002.666666664,79.0,0.0,79.0,79.0,79.0,79.0,79.0
93,4.8160552978515625e-05,41527.762376237624,5813886.732673267,140.0,0.0,140.0,140.0,140.0,140.0,140.0
94,4.792213439941406e-05,41734.36815920398,3004874.5074626864,72.0,0.0,72.0,72.0,72.0,72.0,72.0
95,4.9114227294921875e-05,40721.398058252424,4968010.563106796,122.0,0.0,122.0,122.0,122.0,122.0,122.0
96,4.0531158447265625e-06,493447.5294117647,29606851.76470588,60.0,0.0,60.0,60.0,60.0,60.0,60.0
97,0.0,0.0,0.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
98,4.887580871582031e-05,40920.039024390244,3109922.9658536585,76.0,0.0,76.0,76.0,76.0,76.0,76.0
99,0.0,0.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0
100,0.0011548995971679688,8658.761354252683,3257426.0214698594,376.2,644.4074487465209,52.0,52.0,60.0,52.0,1665.0
101,0.0011928081512451172,8383.577853288027,3138811.548271037,374.4,646.8315391197309,52.0,52.0,60.0,40.0,1668.0
102,3.814697265625e-06,524288.0,41418752.0,79.0,0.0,79.0,79.0,79.0,79.0,79.0
103,4.8160552978515625e-05,41527.762376237624,5813886.732673267,140.0,0.0,140.0,140.0,140.0,140.0,140.0
104,4.0531158447265625e-06,493447.5294117647,29606851.76470588,60.0,0.0,60.0,60.0,60.0,60.0,60.0
105,9.5367431640625e-07,2097152.0,125829120.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
106,2.1457672119140625e-06,932067.5555555555,70837134.22222222,76.0,0.0,76.0,76.0,76.0,76.0,76.0
107,9.5367431640625e-07,2097152.0,224395264.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0
108,4.0531158447265625e-06,493447.5294117647,35034774.5882353,71.0,0.0,71.0,71.0,71.0,71.0,71.0
109,2.86102294921875e-06,699050.6666666666,69206016.0,99.0,0.0,99.0,99.0,99.0,99.0,99.0
110,3.0994415283203125e-06,645277.5384615385,40007207.384615384,62.0,0.0,62.0,62.0,62.0,62.0,62.0
111,9.5367431640625e-07,2097152.0,130023424.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0
112,2.1457672119140625e-06,932067.5555555555,87614350.22222222,94.0,0.0,94.0,94.0,94.0,94.0,94.0
113,9.5367431640625e-07,2097152.0,257949696.0,123.0,0.0,123.0,123.0,123.0,123.0,123.0
114,4.0531158447265625e-06,493447.5294117647,33554432.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0
115,4.792213439941406e-05,41734.36815920398,4924655.44278607,118.0,0.0,118.0,118.0,118.0,118.0,118.0
116,4.0531158447265625e-06,493447.5294117647,29606851.76470588,60.0,0.0,60.0,60.0,60.0,60.0,60.0
117,3.0994415283203125e-06,645277.5384615385,49041092.92307692,76.0,0.0,76.0,76.0,76.0,76.0,76.0
118,0.00045680999755859375,26269.127348643007,1777544.2839248434,67.66666666666667,28.522895287041877,52.0,55.5,60.0,52.0,131.0
119,0.0004839897155761719,16529.27684729064,1516561.1507389164,91.75,71.51354766755738,49.0,56.0,98.75,40.0,215.0
120,3.0994415283203125e-06,645277.5384615385,62591921.23076923,97.0,0.0,97.0,97.0,97.0,97.0,97.0
121,1.9073486328125e-06,1048576.0,154140672.0,147.0,0.0,147.0,147.0,147.0,147.0,147.0
122,2.86102294921875e-06,699050.6666666666,46137344.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0
123,3.0994415283203125e-06,645277.5384615385,74852194.46153846,116.0,0.0,116.0,116.0,116.0,116.0,116.0
124,274.5771520137787,0.28407316278116923,74.09210799512957,260.8205128205128,265.7882202821687,52.0,74.0,455.0,52.0,1389.0
125,83.35919404029846,0.23992554426967433,60.72515525465457,253.1,201.10318247108873,52.0,251.5,455.0,52.0,455.0
126,274.5769770145416,0.15660453570265184,40.82643826108668,260.69767441860466,539.154658524384,124.0,124.0,124.0,60.0,3121.0
127,83.35879707336426,0.11996334341532038,14.875454583499728,124.0,0.0,124.0,124.0,124.0,124.0,124.0
128,3.0994415283203125e-06,645277.5384615385,46459982.76923077,72.0,0.0,72.0,72.0,72.0,72.0,72.0
129,3.0994415283203125e-06,645277.5384615385,78723859.6923077,122.0,0.0,122.0,122.0,122.0,122.0,122.0
130,4.887580871582031e-05,40920.039024390244,2946242.8097560974,72.0,0.0,72.0,72.0,72.0,72.0,72.0
131,3.0994415283203125e-06,645277.5384615385,78723859.6923077,122.0,0.0,122.0,122.0,122.0,122.0,122.0
132,2.86102294921875e-06,699050.6666666666,41943040.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
133,0.0,0.0,0.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
134,1.9073486328125e-06,1048576.0,79691776.0,76.0,0.0,76.0,76.0,76.0,76.0,76.0
135,0.0,0.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0
136,3.0994415283203125e-06,645277.5384615385,132927172.92307693,206.0,0.0,206.0,206.0,206.0,206.0,206.0
137,1.9073486328125e-06,1048576.0,217055232.0,207.0,0.0,207.0,207.0,207.0,207.0,207.0
138,3.0994415283203125e-06,645277.5384615385,50976925.538461536,79.0,0.0,79.0,79.0,79.0,79.0,79.0
139,2.86102294921875e-06,699050.6666666666,97867093.33333333,140.0,0.0,140.0,140.0,140.0,140.0,140.0
140,3.0994415283203125e-06,645277.5384615385,46459982.76923077,72.0,0.0,72.0,72.0,72.0,72.0,72.0
141,2.86102294921875e-06,699050.6666666666,85284181.33333333,122.0,0.0,122.0,122.0,122.0,122.0,122.0
142,2.86102294921875e-06,699050.6666666666,50331648.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0
143,3.0994415283203125e-06,645277.5384615385,78723859.6923077,122.0,0.0,122.0,122.0,122.0,122.0,122.0
144,3.814697265625e-06,524288.0,31457280.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
145,9.5367431640625e-07,2097152.0,125829120.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
146,2.86102294921875e-06,699050.6666666666,53127850.666666664,76.0,0.0,76.0,76.0,76.0,76.0,76.0
147,9.5367431640625e-07,2097152.0,224395264.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0
148,3.0994415283203125e-06,645277.5384615385,180677710.76923078,280.0,0.0,280.0,280.0,280.0,280.0,280.0
149,4.0531158447265625e-06,493447.5294117647,725367868.2352941,1470.0,0.0,1470.0,1470.0,1470.0,1470.0,1470.0
150,3.0994415283203125e-06,645277.5384615385,50976925.538461536,79.0,0.0,79.0,79.0,79.0,79.0,79.0
151,9.5367431640625e-07,2097152.0,293601280.0,140.0,0.0,140.0,140.0,140.0,140.0,140.0
152,3.0994415283203125e-06,645277.5384615385,38716652.307692304,60.0,0.0,60.0,60.0,60.0,60.0,60.0
153,9.5367431640625e-07,2097152.0,125829120.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
154,2.86102294921875e-06,699050.6666666666,53127850.666666664,76.0,0.0,76.0,76.0,76.0,76.0,76.0
155,1.1920928955078125e-06,1677721.6,179516211.2,107.0,0.0,107.0,107.0,107.0,107.0,107.0
156,2.86102294921875e-06,699050.6666666666,49632597.333333336,71.0,0.0,71.0,71.0,71.0,71.0,71.0
157,1.9073486328125e-06,1048576.0,103809024.0,99.0,0.0,99.0,99.0,99.0,99.0,99.0
158,2.86102294921875e-06,699050.6666666666,50331648.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0
159,9.5367431640625e-07,2097152.0,255852544.0,122.0,0.0,122.0,122.0,122.0,122.0,122.0
160,3.0994415283203125e-06,645277.5384615385,46459982.76923077,72.0,0.0,72.0,72.0,72.0,72.0,72.0
161,2.1457672119140625e-06,932067.5555555555,113712241.77777778,122.0,0.0,122.0,122.0,122.0,122.0,122.0
162,2.86102294921875e-06,699050.6666666666,41943040.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
163,1.1920928955078125e-06,1677721.6,100663296.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
164,9.5367431640625e-07,2097152.0,159383552.0,76.0,0.0,76.0,76.0,76.0,76.0,76.0
165,9.5367431640625e-07,2097152.0,224395264.0,107.0,0.0,107.0,107.0,107.0,107.0,107.0
166,5.0067901611328125e-06,399457.5238095238,599186285.7142857,1500.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0
